Theta [deg],dB(GainTheta) [] - Freq='0.6GHz' L3='5mm' Ls='1.63mm' Phi='0deg',dB(GainTheta) [] - Freq='0.6GHz' L3='5mm' Ls='1.63mm' Phi='90.0000000000002deg'
96.6,-25.12,-48.15
96.7,-25.12,-48.15
96.8,-25.12,-48.15
96.9,-25.12,-48.15
97,-25.12,-48.15
97.1,-25.12,-48.15
97.2,-25.12,-48.15
97.3,-25.12,-48.15
97.4,-25.5,-48.15
97.5,-25.5,-47.87
97.6,-25.5,-47.9
97.7,-25.5,-47.9
97.8,-25.5,-47.9
97.9,-25.5,-47.9
98,-25.5,-47.9
98.1,-25.5,-47.9
98.2,-25.5,-47.9
98.3,-25.5,-47.9
98.4,-25.5,-47.9
98.5,-25.5,-47.9
98.6,-25.95,-47.9
98.7,-25.95,-47.9
98.8,-25.95,-47.9
98.9,-25.95,-47.9
99,-25.95,-47.9
99.1,-25.95,-47.9
99.2,-25.95,-47.9
99.3,-25.95,-47.9
99.4,-25.95,-47.9
99.5,-25.95,-47.5
99.6,-25.95,-47.5
99.7,-25.95,-47.5
99.8,-25.95,-47.5
99.9,-25.95,-47.5
100,-25.95,-47.5
100.1,-25.95,-47.5
100.2,-25.95,-47.5
100.3,-25.95,-47.5
100.4,-25.95,-47.5
100.5,-25.95,-47.93
100.6,-25.95,-47.93
100.7,-25.95,-47.93
100.8,-25.95,-47.93
100.9,-25.95,-47.93
101,-26.54,-47.93
101.1,-26.54,-47.93
101.2,-26.54,-47.99
101.3,-26.54,-47.99
101.4,-26.54,-47.99
101.5,-26.54,-47.99
101.6,-26.88,-47.99
101.7,-26.88,-47.99
101.8,-26.88,-47.62
101.9,-26.88,-47.62
102,-26.88,-47.62
102.1,-26.88,-47.62
102.2,-26.88,-47.62
102.3,-26.88,-47.62
102.4,-26.88,-47.62
102.5,-26.88,-47.62
102.6,-26.88,-47.62
102.7,-26.88,-47.62
102.8,-26.88,-47.65
102.9,-27.37,-47.65
103,-27.37,-47.65
103.1,-27.37,-47.65
103.2,-27.37,-47.65
103.3,-27.37,-47.65
103.4,-27.37,-47.65
103.5,-27.37,-47.65
103.6,-27.37,-47.51
103.7,-27.37,-47.51
103.8,-27.37,-47.51
103.9,-27.37,-47.51
104,-27.37,-47.51
104.1,-27.37,-47.51
104.2,-27.37,-47.51
104.3,-27.37,-47.51
104.4,-27.64,-47.51
104.5,-27.64,-47.51
104.6,-27.64,-47.46
104.7,-27.64,-47.46
104.8,-27.64,-47.46
104.9,-27.64,-47.46
105,-27.64,-47.46
105.1,-27.64,-47.46
105.2,-27.64,-47.46
105.3,-27.64,-47.46
105.4,-27.64,-47.96
105.5,-28.24,-47.96
105.6,-28.24,-47.96
105.7,-28.24,-47.32
105.8,-28.24,-47.32
105.9,-28.24,-47.32
106,-28.24,-47.32
106.1,-28.24,-47.32
106.2,-28.24,-47.32
106.3,-28.24,-47.32
106.4,-28.24,-47.32
106.5,-28.24,-47.32
106.6,-28.54,-47.32
106.7,-28.54,-47.32
106.8,-28.54,-47.32
106.9,-28.54,-46.78
107,-28.54,-46.78
107.1,-28.54,-46.78
107.2,-28.54,-46.78
107.3,-28.54,-46.78
107.4,-28.54,-46.78
107.5,-28.54,-46.78
107.6,-28.54,-46.78
107.7,-28.62,-46.78
107.8,-28.62,-46.78
107.9,-28.62,-46.78
108,-28.62,-46.78
108.1,-28.62,-46.78
108.2,-28.62,-46.78
108.3,-28.62,-46.78
108.4,-28.62,-46.78
108.5,-28.62,-46.78
108.6,-28.62,-46.78
108.7,-28.62,-47.07
108.8,-28.62,-47.07
108.9,-28.84,-47.07
109,-28.84,-47.07
109.1,-28.84,-47.07
109.2,-28.84,-47.07
109.3,-28.84,-47.07
109.4,-28.84,-47.07
109.5,-28.84,-46.7
109.6,-28.84,-46.7
109.7,-28.84,-46.7
109.8,-28.84,-46.7
109.9,-28.84,-46.7
110,-28.84,-46.7
110.1,-28.9,-46.7
110.2,-28.9,-46.7
110.3,-28.9,-46.7
110.4,-28.9,-46.71
110.5,-28.9,-46.71
110.6,-28.9,-46.71
110.7,-28.9,-46.71
110.8,-28.9,-46.71
110.9,-28.9,-46.71
111,-28.9,-46.49
111.1,-28.9,-46.49
111.2,-28.9,-46.49
111.3,-28.9,-46.49
111.4,-28.9,-46.49
111.5,-29.47,-46.49
111.6,-29.47,-46.49
111.7,-29.47,-46.49
111.8,-29.47,-46.49
111.9,-29.47,-46.35
112,-29.47,-46.35
112.1,-29.47,-46.35
112.2,-29.47,-46.35
112.3,-29.47,-46.35
112.4,-29.47,-46.35
112.5,-29.47,-46.35
112.6,-29.47,-46.35
112.7,-29.47,-46.35
112.8,-29.47,-46.46
112.9,-29.47,-46.46
113,-29.47,-46.46
113.1,-29.47,-46.46
113.2,-29.47,-46.46
113.3,-29.47,-46.46
113.4,-29.47,-46.46
113.5,-29.47,-46.46
113.6,-29.47,-46.46
113.7,-29.46,-46.25
113.8,-29.46,-46.25
113.9,-29.46,-46.25
114,-29.46,-46.25
114.1,-29.46,-46.25
114.2,-29.46,-46.25
114.3,-29.46,-46.25
114.4,-29.46,-46.25
114.5,-29.46,-46.25
114.6,-29.6,-45.99
114.7,-29.6,-45.99
114.8,-29.6,-45.99
114.9,-29.6,-45.99
115,-29.6,-45.99
115.1,-29.6,-45.99
115.2,-29.6,-45.99
115.3,-29.6,-45.99
115.4,-29.6,-45.9
115.5,-29.6,-45.9
115.6,-29.61,-45.9
115.7,-29.61,-45.9
115.8,-29.61,-45.9
115.9,-29.61,-45.9
116,-29.61,-46.79
116.1,-29.61,-46.79
116.2,-29.61,-46.79
116.3,-29.61,-46.79
116.4,-29.61,-46.79
116.5,-29.61,-46.79
116.6,-29.61,-46.79
116.7,-29.61,-46.79
116.8,-29.61,-46.79
116.9,-29.4,-46.79
117,-29.4,-46.22
117.1,-29.4,-46.22
117.2,-29.4,-46.22
117.3,-29.4,-46.22
117.4,-29.4,-46.22
117.5,-29.4,-46.22
117.6,-29.4,-46.22
117.7,-29.4,-46.22
117.8,-29.4,-46.22
117.9,-29.4,-45.87
118,-29.4,-45.87
118.1,-29.48,-45.87
118.2,-29.48,-45.87
118.3,-29.48,-45.87
118.4,-29.48,-45.87
118.5,-29.48,-45.87
118.6,-29.48,-45.87
118.7,-29.48,-45.87
118.8,-29.48,-45.87
118.9,-29.48,-45.74
119,-29.48,-45.74
119.1,-29.48,-45.74
119.2,-29.48,-45.74
119.3,-29.48,-45.74
119.4,-29.48,-45.74
119.5,-29.48,-45.74
119.6,-29.5,-45.74
119.7,-29.5,-46.17
119.8,-29.5,-46.17
119.9,-29.5,-46.17
120,-29.5,-46.17
120.1,-29.5,-46.17
120.2,-29.5,-46.17
120.3,-29.5,-46.15
120.4,-29.5,-46.15
120.5,-29.5,-46.15
120.6,-29.49,-46.15
120.7,-29.49,-46.15
120.8,-29.49,-46.15
120.9,-29.49,-46.15
121,-29.49,-46.15
121.1,-29.49,-46.15
121.2,-29.49,-46.07
121.3,-29.49,-46.07
121.4,-29.49,-46.07
121.5,-29.49,-46.07
121.6,-29.49,-46.07
121.7,-29.46,-46.07
121.8,-29.46,-46.07
121.9,-29.46,-46.07
122,-29.46,-45.87
122.1,-29.46,-45.87
122.2,-29.46,-45.87
122.3,-29.46,-45.87
122.4,-29.46,-45.87
122.5,-29.46,-45.87
122.6,-29.46,-45.87
122.7,-29.46,-45.87
122.8,-29.46,-45.87
122.9,-29.45,-45.87
123,-29.45,-46.06
123.1,-29.45,-46.06
123.2,-29.45,-46.06
123.3,-29.45,-46.06
123.4,-29.45,-47.04
123.5,-29.45,-47.04
123.6,-29.45,-47.04
123.7,-29.45,-47.04
123.8,-29.45,-47.04
123.9,-29.45,-47.04
124,-29.45,-47.04
124.1,-29.56,-47.04
124.2,-29.56,-47.04
124.3,-29.56,-47.04
124.4,-29.56,-47.04
124.5,-29.56,-47.04
124.6,-29.56,-47.04
124.7,-29.56,-47.04
124.8,-29.56,-47.04
124.9,-29.56,-47.04
125,-29.56,-46.4
125.1,-29.56,-46.4
125.2,-29.56,-46.4
125.3,-29.56,-46.4
125.4,-29.56,-46.4
125.5,-29.56,-46.4
125.6,-29.56,-46.4
125.7,-29.56,-46.4
125.8,-29.56,-46.4
125.9,-29.56,-46.4
126,-29.56,-46.4
126.1,-29.56,-46.4
126.2,-29.56,-46.4
126.3,-29.56,-46.4
126.4,-29.56,-46.4
126.5,-29.56,-46.4
126.6,-29.76,-46.4
126.7,-29.76,-46.4
126.8,-29.76,-46.54
126.9,-29.76,-46.54
127,-29.76,-46.54
127.1,-29.76,-46.54
127.2,-29.76,-46.54
127.3,-29.76,-46.74
127.4,-29.93,-46.74
127.5,-29.93,-46.74
127.6,-29.93,-46.74
127.7,-29.93,-46.74
127.8,-29.93,-46.74
127.9,-29.93,-46.74
128,-29.93,-46.74
128.1,-29.93,-46.74
128.2,-29.93,-46.74
128.3,-29.93,-46.96
128.4,-29.93,-46.96
128.5,-29.93,-46.96
128.6,-30,-46.96
128.7,-30,-46.96
128.8,-30,-46.96
128.9,-30,-46.96
129,-30,-47.24
129.1,-30,-47.24
129.2,-30,-47.24
129.3,-30,-47.24
129.4,-30,-47.24
129.5,-30,-47.24
129.6,-30,-47.24
129.7,-30.6,-47.24
129.8,-30.6,-47.24
129.9,-30.6,-47.24
130,-30.6,-47.07
130.1,-30.6,-47.07
130.2,-30.6,-47.07
130.3,-30.6,-47.07
130.4,-30.6,-47.07
130.5,-30.6,-47.07
130.6,-30.6,-47.07
130.7,-30.6,-47.07
130.8,-30.65,-47.07
130.9,-30.65,-47.07
131,-30.65,-46.76
131.1,-30.65,-46.76
131.2,-30.65,-46.76
131.3,-30.65,-46.76
131.4,-30.65,-46.76
131.5,-30.65,-46.76
131.6,-30.65,-46.76
131.7,-30.65,-46.76
131.8,-30.65,-46.57
131.9,-30.65,-46.57
132,-30.65,-46.57
132.1,-30.65,-46.57
132.2,-30.93,-46.57
132.3,-30.93,-47.43
132.4,-30.93,-47.43
132.5,-30.93,-47.43
132.6,-30.93,-47.43
132.7,-30.93,-47.43
132.8,-30.93,-47.43
132.9,-30.93,-47.43
133,-30.93,-47.43
133.1,-30.93,-46.76
133.2,-30.93,-46.76
133.3,-30.93,-46.76
133.4,-31.35,-46.76
133.5,-31.35,-46.76
133.6,-31.35,-46.76
133.7,-31.35,-46.76
133.8,-31.35,-46.76
133.9,-31.35,-46.76
134,-31.35,-46.76
134.1,-31.35,-46.74
134.2,-31.35,-46.74
134.3,-31.35,-46.74
134.4,-31.35,-46.74
134.5,-31.35,-46.74
134.6,-31.35,-46.74
134.7,-31.99,-46.74
134.8,-31.99,-46.74
134.9,-31.99,-46.74
135,-31.99,-46.74
135.1,-31.99,-47.12
135.2,-31.99,-47.12
135.3,-31.99,-47.12
135.4,-31.99,-47.12
135.5,-31.99,-47.12
135.6,-31.99,-47.12
135.7,-31.99,-46.68
135.8,-32.32,-46.68
135.9,-32.32,-46.68
136,-32.32,-46.68
136.1,-32.32,-47.57
136.2,-32.32,-47.57
136.3,-32.32,-47.57
136.4,-32.32,-47.57
136.5,-32.32,-47.57
136.6,-32.32,-47.57
136.7,-32.32,-47.57
136.8,-32.32,-47.57
136.9,-32.32,-47.57
137,-33.14,-47.57
137.1,-33.14,-47.57
137.2,-33.14,-47.57
137.3,-33.14,-47.57
137.4,-33.14,-47.57
137.5,-33.14,-47.57
137.6,-33.14,-47.57
137.7,-33.14,-47.57
137.8,-33.14,-47.49
137.9,-33.14,-47.49
138,-33.14,-47.49
138.1,-33.14,-47.49
138.2,-33.79,-47.49
138.3,-33.79,-47.49
138.4,-33.79,-47.49
138.5,-33.79,-47.49
138.6,-33.79,-47.49
138.7,-33.79,-47.71
138.8,-33.79,-47.71
138.9,-33.79,-47.71
139,-33.79,-47.71
139.1,-33.79,-47.71
139.2,-33.79,-47.93
139.3,-33.79,-47.93
139.4,-33.79,-47.93
139.5,-33.79,-47.93
139.6,-33.79,-47.93
139.7,-34.54,-47.93
139.8,-34.54,-47.93
139.9,-34.54,-47.93
140,-34.54,-47.93
140.1,-34.54,-47.56
140.2,-34.54,-47.56
140.3,-34.54,-47.56
140.4,-34.54,-47.56
140.5,-34.54,-47.56
140.6,-34.54,-47.56
140.7,-34.54,-47.56
140.8,-35.04,-47.56
140.9,-35.04,-47.56
141,-35.04,-47.56
141.1,-35.04,-47.56
141.2,-35.04,-48.35
141.3,-35.04,-48.35
141.4,-35.04,-48.35
141.5,-35.04,-48.35
141.6,-35.04,-48.35
141.7,-35.04,-48.35
141.8,-35.62,-48.35
141.9,-35.62,-48.35
142,-35.62,-48.35
142.1,-35.62,-47.93
142.2,-35.62,-47.93
142.3,-35.62,-47.93
142.4,-35.62,-47.93
142.5,-35.62,-47.93
142.6,-35.62,-47.93
142.7,-35.62,-48.01
142.8,-35.62,-48.01
142.9,-36.28,-48.01
143,-36.28,-48.01
143.1,-36.28,-48.01
143.2,-36.28,-48.01
143.3,-36.28,-48.01
143.4,-36.28,-48.01
143.5,-36.28,-48.01
143.6,-36.28,-48.24
143.7,-36.28,-48.24
143.8,-36.28,-48.24
143.9,-36.28,-48.24
144,-36.28,-48.24
144.1,-36.28,-48.24
144.2,-36.28,-48.29
144.3,-36.28,-48.29
144.4,-36.28,-48.29
144.5,-36.18,-48.29
144.6,-36.18,-48.29
144.7,-36.18,-48.29
144.8,-36.18,-48.29
144.9,-36.18,-48.29
145,-36.18,-48.29
145.1,-36.18,-48.29
145.2,-36.18,-48.51
145.3,-36.18,-48.51
145.4,-36.18,-48.51
145.5,-36.18,-48.51
145.6,-36.18,-48.51
145.7,-36.74,-48.51
145.8,-36.74,-48.51
145.9,-36.74,-48.51
146,-36.74,-48.51
146.1,-36.74,-49.08
146.2,-36.74,-49.08
146.3,-36.74,-49.08
146.4,-36.74,-49.08
146.5,-36.74,-49.08
146.6,-36.74,-49.08
146.7,-36.74,-49.08
146.8,-35.76,-49.08
146.9,-35.76,-49.08
147,-35.76,-49.06
147.1,-35.76,-49.06
147.2,-35.76,-49.06
147.3,-35.76,-49.06
147.4,-35.76,-49.06
147.5,-35.76,-49.06
147.6,-35.76,-49
147.7,-35.76,-49
147.8,-35.76,-49
147.9,-35.57,-49
148,-35.57,-49
148.1,-35.57,-49
148.2,-35.57,-49.01
148.3,-35.57,-49.01
148.4,-35.57,-49.01
148.5,-35.57,-49.01
148.6,-35.57,-49.01
148.7,-35.57,-49.01
148.8,-35.57,-49.01
148.9,-35.57,-49.01
149,-34.71,-49.01
149.1,-34.71,-49.54
149.2,-34.71,-49.54
149.3,-34.71,-49.54
149.4,-34.71,-49.54
149.5,-34.71,-49.54
149.6,-34.71,-49.54
149.7,-34.71,-49.54
149.8,-34.71,-49.54
149.9,-34.71,-49.54
150,-34.71,-49.54
150.1,-34.71,-49.54
150.2,-34.71,-49.54
150.3,-34.71,-50.51
150.4,-34.71,-50.51
150.5,-34.71,-50.51
150.6,-33.85,-50.51
150.7,-33.85,-50.51
150.8,-33.85,-50.51
150.9,-33.85,-50.51
151,-33.85,-50.51
151.1,-33.85,-50.51
151.2,-33.85,-50.51
151.3,-33.85,-50.92
151.4,-33.85,-50.92
151.5,-33.85,-50.92
151.6,-33.85,-50.92
151.7,-33.85,-50.92
151.8,-32.35,-50.92
151.9,-32.35,-50.92
152,-32.35,-50.92
152.1,-32.35,-50.92
152.2,-32.35,-50.92
152.3,-32.35,-51.18
152.4,-32.35,-51.62
152.5,-32.35,-51.62
152.6,-32.35,-51.62
152.7,-32.35,-51.62
152.8,-31.32,-51.62
152.9,-31.32,-51.62
153,-31.32,-51.62
153.1,-31.32,-51.62
153.2,-31.32,-51.62
153.3,-31.32,-51.62
153.4,-31.32,-51.62
153.5,-31.32,-51.62
153.6,-31.32,-51.62
153.7,-31.32,-51.62
153.8,-31.32,-51.62
153.9,-30.43,-51.62
154,-30.43,-51.62
154.1,-30.43,-51.62
154.2,-30.43,-51.62
154.3,-30.43,-52.37
154.4,-30.43,-52.37
154.5,-30.43,-52.37
154.6,-30.43,-52.37
154.7,-30.43,-52.37
154.8,-30.43,-52.37
154.9,-30.43,-52.37
155,-30.43,-52.37
155.1,-29.74,-52.37
155.2,-29.74,-51.65
155.3,-29.74,-51.65
155.4,-29.74,-51.65
155.5,-29.74,-51.65
155.6,-29.74,-51.65
155.7,-29.74,-52.15
155.8,-29.74,-52.15
155.9,-29.74,-52.15
156,-29.74,-52.15
156.1,-29.74,-52.15
156.2,-29.74,-52.15
156.3,-29.74,-52.15
156.4,-29.74,-51.74
156.5,-29.74,-51.74
156.6,-29.74,-51.74
156.7,-28.92,-51.74
156.8,-28.92,-51.74
156.9,-28.92,-51.74
157,-28.92,-51.74
157.1,-28.92,-51.74
157.2,-28.92,-51.74
157.3,-28.92,-53.93
157.4,-28.92,-53.93
157.5,-28.92,-53.93
157.6,-28.92,-53.93
157.7,-28.92,-53.93
157.8,-27.85,-53.93
157.9,-27.85,-53.93
158,-27.85,-53.93
158.1,-27.85,-53.93
158.2,-27.85,-53.93
158.3,-27.85,-53.69
158.4,-27.85,-53.69
158.5,-27.85,-53.69
158.6,-27.85,-53.69
158.7,-27.85,-53.69
158.8,-27.85,-53.69
158.9,-27.1,-53.69
159,-27.1,-53.69
159.1,-27.1,-53.69
159.2,-27.1,-53.37
159.3,-27.1,-53.37
159.4,-27.1,-53.37
159.5,-27.1,-53.37
159.6,-27.1,-53.37
159.7,-27.1,-53.76
159.8,-27.1,-53.76
159.9,-26.57,-53.76
160,-26.57,-53.76
160.1,-26.57,-53.76
160.2,-26.57,-53.76
160.3,-26.57,-53.76
160.4,-26.57,-53.46
160.5,-26.57,-53.46
160.6,-26.57,-53.46
160.7,-26.57,-53.46
160.8,-26.57,-53.46
160.9,-26.57,-53.46
161,-26.57,-53.46
161.1,-26.57,-53.46
161.2,-26.57,-53.46
161.3,-26.57,-53.81
161.4,-25.87,-53.81
161.5,-25.87,-53.81
161.6,-25.87,-53.81
161.7,-25.87,-53.81
161.8,-25.87,-53.81
161.9,-25.87,-53.93
162,-25.87,-53.93
162.1,-25.87,-53.93
162.2,-25.87,-53.93
162.3,-25.87,-53.93
162.4,-25.87,-53.93
162.5,-25.87,-53.93
162.6,-25.43,-53.93
162.7,-25.43,-53.93
162.8,-25.43,-53.93
162.9,-25.43,-53.93
163,-25.43,-53.93
163.1,-25.43,-53.93
163.2,-25.43,-53.93
163.3,-25.43,-53.93
163.4,-25.43,-53.99
163.5,-25.43,-53.99
163.6,-25.43,-53.99
163.7,-25.43,-53.99
163.8,-25.43,-53.99
163.9,-24.99,-53.99
164,-24.99,-53.99
164.1,-24.99,-53.99
164.2,-24.99,-53.99
164.3,-24.99,-53.51
164.4,-24.99,-53.51
164.5,-24.99,-53.51
164.6,-24.99,-53.51
164.7,-24.99,-53.51
164.8,-24.99,-53.51
164.9,-24.46,-53.51
165,-24.46,-53.51
165.1,-24.46,-53.51
165.2,-24.46,-51.85
165.3,-24.46,-51.85
165.4,-24.46,-51.85
165.5,-24.46,-51.85
165.6,-24.46,-51.85
165.7,-24.46,-52.04
165.8,-24.46,-52.04
165.9,-24.46,-52.04
166,-24.46,-52.04
166.1,-24.21,-52.04
166.2,-24.21,-52.04
166.3,-24.21,-52.04
166.4,-24.21,-52.04
166.5,-24.21,-52.04
166.6,-24.21,-51.4
166.7,-24.21,-51.4
166.8,-24.21,-51.4
166.9,-24.21,-51.4
167,-24.21,-51.4
167.1,-24.21,-51.4
167.2,-24.21,-51.4
167.3,-23.89,-51.4
167.4,-23.89,-50.88
167.5,-23.89,-50.88
167.6,-23.89,-50.88
167.7,-23.89,-50.88
167.8,-23.89,-50.88
167.9,-23.89,-50.88
168,-23.89,-50.88
168.1,-23.89,-50.88
168.2,-23.89,-50.88
168.3,-23.89,-50.88
168.4,-23.89,-49.95
168.5,-23.89,-49.95
168.6,-23.89,-49.95
168.7,-23.89,-49.95
168.8,-23.89,-49.95
168.9,-23.6,-49.95
169,-23.6,-49.95
169.1,-23.6,-49.95
169.2,-23.6,-50.9
169.3,-23.6,-50.9
169.4,-23.6,-50.9
169.5,-23.6,-50.9
169.6,-23.6,-50.9
169.7,-23.6,-50.49
169.8,-23.6,-50.49
169.9,-23.49,-50.49
170,-23.49,-50.49
170.1,-23.49,-50.49
170.2,-23.49,-50.49
170.3,-23.49,-50.49
170.4,-23.49,-51.15
170.5,-23.49,-51.15
170.6,-23.49,-51.15
170.7,-23.49,-51.15
170.8,-23.49,-51.15
170.9,-23.49,-51.15
171,-23.44,-51.15
171.1,-23.44,-51.15
171.2,-23.44,-51.15
171.3,-23.44,-51.15
171.4,-23.44,-51.15
171.5,-23.44,-51.15
171.6,-23.44,-51.15
171.7,-23.44,-51.15
171.8,-23.44,-50.49
171.9,-23.44,-50.49
172,-23.44,-50.49
172.1,-23.19,-50.49
172.2,-23.19,-50.49
172.3,-23.19,-50.49
172.4,-23.19,-49.78
172.5,-23.19,-49.78
172.6,-23.19,-49.78
172.7,-23.19,-49.78
172.8,-23.19,-49.78
172.9,-23.19,-49.78
173,-23.19,-49.78
173.1,-23.19,-49.78
173.2,-23.19,-49.78
173.3,-23.19,-49.78
173.4,-23.19,-49.43
173.5,-23.19,-49.43
173.6,-23.19,-49.43
173.7,-23.35,-49.43
173.8,-23.35,-49.43
173.9,-23.35,-48.98
174,-23.35,-48.98
174.1,-23.35,-48.98
174.2,-23.35,-48.98
174.3,-23.35,-48.98
174.4,-23.35,-48.98
174.5,-23.35,-48.98
174.6,-23.35,-48.98
174.7,-23.35,-48.98
174.8,-23.35,-48.98
174.9,-23.17,-48.98
175,-23.17,-48.98
175.1,-23.17,-48.98
175.2,-23.17,-48.6
175.3,-23.17,-48.6
175.4,-23.17,-48.6
175.5,-23.17,-48.6
175.6,-23.17,-48.6
175.7,-23.17,-48.6
175.8,-23.17,-48.6
175.9,-23.15,-48.6
176,-23.15,-48.6
176.1,-23.15,-48.6
176.2,-23.15,-48.6
176.3,-23.15,-48.6
176.4,-23.15,-48.6
176.5,-23.15,-48.6
176.6,-23.15,-48.15
176.7,-23.15,-48.15
176.8,-23.15,-48.15
176.9,-23.15,-48.15
177,-23.35,-48.15
177.1,-23.35,-48.15
177.2,-23.35,-48.15
177.3,-23.35,-48.15
177.4,-23.35,-49.07
177.5,-23.35,-49.07
177.6,-23.35,-49.07
177.7,-23.35,-49.07
177.8,-23.35,-49.07
177.9,-23.35,-49.07
178,-23.35,-49.07
178.1,-23.38,-49.07
178.2,-23.38,-49.07
178.3,-23.38,-49.07
178.4,-23.38,-49.37
178.5,-23.38,-49.46
178.6,-23.38,-49.46
178.7,-23.38,-49.46
178.8,-23.38,-49.46
178.9,-23.38,-49.46
179,-23.38,-49.46
179.1,-23.38,-49.46
179.2,-23.38,-49.46
179.3,-23.38,-49.46
179.4,-23.38,-49.46
179.5,-23.38,-49.46
179.6,-23.38,-49.46
179.7,-23.57,-49.46
179.8,-23.57,-49.46
179.9,-23.57,-49.46
180,-23.57,-49.46
180.1,-23.57,-49.46
180.2,-23.57,-49.46
180.3,-23.57,-49.46
180.4,-23.57,-49.1
180.5,-23.57,-49.1
180.6,-23.57,-49.1
180.7,-23.57,-49.1
180.8,-23.57,-49.1
180.9,-23.57,-49.1
181,-23.57,-49.1
181.1,-23.57,-49.1
181.2,-23.57,-49.1
181.3,-23.57,-48.52
181.4,-23.57,-48.52
181.5,-23.57,-48.52
181.6,-23.57,-48.52
181.7,-23.57,-48.52
181.8,-23.57,-48.52
181.9,-23.57,-48.54
182,-23.91,-48.54
182.1,-23.91,-48.54
182.2,-23.91,-48.54
182.3,-23.91,-48.54
182.4,-23.91,-48.54
182.5,-23.91,-48.54
182.6,-23.91,-48.54
182.7,-23.91,-48.54
182.8,-23.91,-48.54
182.9,-23.91,-48.54
183,-24.38,-48.54
183.1,-24.38,-48.54
183.2,-24.38,-48.54
183.3,-24.38,-48.54
183.4,-24.38,-48.54
183.5,-24.38,-48.54
183.6,-24.38,-48.26
183.7,-24.38,-48.26
183.8,-24.38,-48.26
183.9,-24.38,-48.26
184,-24.76,-48.26
184.1,-24.76,-48.26
184.2,-24.76,-48.26
184.3,-24.76,-48.26
184.4,-24.76,-48.26
184.5,-24.76,-48.82
184.6,-24.76,-48.82
184.7,-24.76,-48.82
184.8,-24.76,-48.82
184.9,-24.76,-48.82
185,-24.76,-48.82
185.1,-25.35,-48.82
185.2,-25.35,-48.82
185.3,-25.35,-48.82
185.4,-25.35,-48.82
185.5,-25.35,-48.82
185.6,-25.35,-48.82
185.7,-25.35,-48.82
185.8,-25.35,-48.82
185.9,-25.35,-48.82
186,-25.35,-48.82
186.1,-25.35,-48.82
186.2,-25.35,-48.82
186.3,-25.72,-48.79
186.4,-25.72,-48.79
186.5,-25.72,-48.99
186.6,-25.72,-48.99
186.7,-25.72,-48.99
186.8,-25.72,-48.99
186.9,-25.72,-48.99
187,-25.72,-48.99
187.1,-25.72,-48.99
187.2,-25.72,-48.99
187.3,-25.72,-48.99
187.4,-25.72,-48.99
187.5,-25.72,-48.99
187.6,-25.72,-48.99
187.7,-25.72,-48.99
187.8,-25.72,-48.99
187.9,-26.24,-48.99
188,-26.24,-48.99
188.1,-26.24,-48.99
188.2,-26.24,-48.99
188.3,-26.24,-48.99
188.4,-26.24,-50.79
188.5,-26.24,-50.79
188.6,-26.24,-50.79
188.7,-26.24,-50.79
188.8,-26.24,-50.79
188.9,-26.24,-50.79
189,-27.01,-50.79
189.1,-27.01,-50.46
189.2,-27.01,-50.46
189.3,-27.01,-50.46
189.4,-27.01,-50.46
189.5,-27.01,-50.46
189.6,-27.01,-49.93
189.7,-27.01,-49.93
189.8,-27.01,-49.93
189.9,-27.01,-49.93
190,-27.92,-49.93
190.1,-27.92,-49.93
190.2,-27.92,-49.93
190.3,-27.92,-49.93
190.4,-27.92,-49.93
190.5,-27.92,-50.54
190.6,-27.92,-50.54
190.7,-27.92,-50.54
190.8,-27.92,-50.54
190.9,-27.92,-50.54
191,-27.92,-50.54
191.1,-27.92,-50.54
191.2,-27.92,-50.54
191.3,-27.92,-50.54
191.4,-28.64,-50.54
191.5,-28.64,-50.54
191.6,-28.64,-50.54
191.7,-28.64,-50.54
191.8,-28.64,-50.54
191.9,-28.64,-50.54
192,-28.64,-50.54
192.1,-28.64,-50.54
192.2,-28.64,-50.82
192.3,-28.64,-50.82
192.4,-28.64,-50.82
192.5,-28.64,-50.82
192.6,-28.64,-50.82
192.7,-29.43,-50.82
192.8,-29.43,-50.82
192.9,-29.43,-50.82
193,-29.43,-50.82
193.1,-29.43,-50.82
193.2,-29.43,-50.82
193.3,-29.43,-50.82
193.4,-29.43,-50.82
193.5,-29.43,-50.82
193.6,-29.43,-51.92
193.7,-29.43,-51.92
193.8,-29.43,-51.92
193.9,-29.43,-51.92
194,-30.99,-51.92
194.1,-30.99,-51.92
194.2,-30.99,-51.92
194.3,-30.99,-51.92
194.4,-30.99,-51.92
194.5,-30.99,-51.51
194.6,-30.99,-51.51
194.7,-30.99,-51.51
194.8,-30.99,-51.51
194.9,-30.99,-51.51
195,-32.35,-51.51
195.1,-32.35,-51.51
195.2,-32.35,-51.51
195.3,-32.35,-51.51
195.4,-32.35,-51.51
195.5,-32.35,-51.84
195.6,-32.35,-51.84
195.7,-32.35,-51.84
195.8,-32.35,-51.84
195.9,-32.35,-51.84
196,-32.35,-51.84
196.1,-32.35,-51.49
196.2,-33.37,-51.49
196.3,-33.37,-51.49
196.4,-33.37,-51.49
196.5,-33.37,-51.49
196.6,-33.37,-51.49
196.7,-33.37,-50.99
196.8,-33.37,-50.99
196.9,-33.37,-50.99
197,-33.37,-50.99
197.1,-33.37,-50.99
197.2,-33.37,-50.99
197.3,-33.37,-50.99
197.4,-33.37,-50.99
