Theta [deg],dB(GainTheta) [] - Freq='0.6GHz' L3='5mm' Ls='1.63mm' Phi='0deg',dB(GainTheta) [] - Freq='0.6GHz' L3='5mm' Ls='1.63mm' Phi='90.0000000000002deg'
197.5,-35.01,-50.4
197.6,-35.01,-50.4
197.7,-35.01,-50.4
197.8,-35.01,-50.4
197.9,-35.01,-50.4
198,-35.01,-50.4
198.1,-35.01,-50.4
198.2,-35.01,-50.4
198.3,-35.01,-50.4
198.4,-35.01,-50.4
198.5,-35.01,-52.24
198.6,-35.01,-52.24
198.7,-35.01,-52.24
198.8,-35.01,-52.24
198.9,-35.01,-52.24
199,-37.51,-52.24
199.1,-37.51,-52.24
199.2,-37.51,-52.24
199.3,-37.51,-52.24
199.4,-37.51,-52.24
199.5,-37.51,-53.24
199.6,-37.51,-53.24
199.7,-37.51,-53.24
199.8,-37.51,-53.24
199.9,-37.51,-53.24
200,-37.51,-53.24
200.1,-37.51,-53.86
200.2,-37.51,-53.86
200.3,-37.51,-53.86
200.4,-37.51,-53.86
200.5,-37.51,-53.86
200.6,-37.51,-52.19
200.7,-37.51,-52.19
200.8,-37.51,-52.19
200.9,-37.51,-52.19
201,-37.51,-52.19
201.1,-42.46,-52.19
201.2,-42.46,-52.19
201.3,-42.46,-52.19
201.4,-42.46,-52.19
201.5,-42.46,-52.19
201.6,-42.46,-52.46
201.7,-42.46,-52.46
201.8,-42.46,-52.46
201.9,-42.46,-52.46
202,-42.46,-52.46
202.1,-45.99,-52.46
202.2,-45.99,-52.46
202.3,-45.99,-52.46
202.4,-45.99,-52.46
202.5,-45.99,-53.18
202.6,-45.99,-53.18
202.7,-45.99,-53.18
202.8,-45.99,-53.18
202.9,-45.99,-53.18
203,-45.99,-53.18
203.1,-45.54,-53.18
203.2,-45.54,-53.18
203.3,-45.54,-53.18
203.4,-45.54,-52.43
203.5,-45.54,-52.43
203.6,-45.54,-51.43
203.7,-45.54,-51.43
203.8,-45.54,-51.43
203.9,-45.54,-51.43
204,-45.54,-51.43
204.1,-45.54,-51.43
204.2,-45.54,-51.43
204.3,-45.54,-51.43
204.4,-45.54,-51.43
204.5,-45.54,-51.43
204.6,-45.54,-51.43
204.7,-44.99,-51.43
204.8,-44.99,-52.57
204.9,-44.99,-52.57
205,-44.99,-52.57
205.1,-44.99,-52.57
205.2,-44.99,-52.57
205.3,-44.99,-52.57
205.4,-44.99,-52.57
205.5,-44.99,-52.57
205.6,-44.99,-52.57
205.7,-44.99,-52.57
205.8,-44.99,-52.57
205.9,-42.18,-52.57
206,-42.18,-52.57
206.1,-42.18,-52.57
206.2,-42.18,-52.57
206.3,-42.18,-52.57
206.4,-42.18,-52.57
206.5,-42.18,-51.57
206.6,-42.18,-51.57
206.7,-42.18,-51.57
206.8,-42.18,-51.57
206.9,-42.18,-51.57
207,-42.18,-51.57
207.1,-40.24,-51.57
207.2,-40.24,-51.57
207.3,-40.24,-51.57
207.4,-40.24,-51.57
207.5,-40.24,-51.51
207.6,-40.24,-51.51
207.7,-40.24,-51.51
207.8,-40.24,-51.51
207.9,-40.24,-51.51
208,-40.24,-51.51
208.1,-40.24,-51.51
208.2,-40.24,-51.35
208.3,-38.37,-51.35
208.4,-38.37,-51.35
208.5,-38.37,-50.49
208.6,-38.37,-50.49
208.7,-38.37,-50.49
208.8,-38.37,-50.49
208.9,-38.37,-50.49
209,-38.37,-50.49
209.1,-38.37,-50.49
209.2,-38.37,-50.49
209.3,-38.37,-50.49
209.4,-38.37,-50.49
209.5,-38.37,-50.49
209.6,-38.37,-50.49
209.7,-38.37,-50.49
209.8,-38.37,-50.49
209.9,-38.37,-50.49
210,-38.37,-50.49
210.1,-38.37,-50.49
210.2,-38.37,-50.49
210.3,-38.37,-50.71
210.4,-38.37,-50.71
210.5,-38.37,-50.71
210.6,-38.37,-50.71
210.7,-38.37,-50.71
210.8,-38.37,-49.79
210.9,-38.37,-49.79
211,-38.37,-49.79
211.1,-36.35,-49.79
211.2,-36.35,-49.79
211.3,-36.35,-49.79
211.4,-36.35,-49.79
211.5,-36.35,-49.79
211.6,-36.35,-49.44
211.7,-36.35,-49.44
211.8,-36.35,-49.44
211.9,-36.35,-49.44
212,-36.35,-49.44
212.1,-35.35,-49.26
212.2,-35.35,-49.26
212.3,-35.35,-49.26
212.4,-35.35,-49.26
212.5,-35.35,-49.26
212.6,-35.35,-49.26
212.7,-35.35,-49.26
212.8,-35.35,-49.26
212.9,-35.35,-49.26
213,-35.35,-49.26
213.1,-34.37,-49.26
213.2,-34.37,-49.26
213.3,-34.37,-49.26
213.4,-34.37,-49.26
213.5,-34.37,-49.26
213.6,-34.37,-49.26
213.7,-34.37,-48.76
213.8,-34.37,-48.76
213.9,-34.37,-48.76
214,-34.37,-48.76
214.1,-34.37,-48.76
214.2,-34.02,-48.76
214.3,-34.02,-48.76
214.4,-34.02,-48.76
214.5,-34.02,-48.76
214.6,-34.02,-48.76
214.7,-34.02,-48.76
214.8,-34.02,-48.76
214.9,-34.02,-48.76
215,-34.02,-48.76
215.1,-34.02,-48.76
215.2,-34.02,-48.76
215.3,-34.02,-48.76
215.4,-33.43,-48.76
215.5,-33.43,-48.37
215.6,-33.43,-48.37
215.7,-33.43,-48.37
215.8,-33.43,-48.37
215.9,-33.43,-48.37
216,-33.43,-48.37
216.1,-33.43,-48.37
216.2,-33.43,-48.37
216.3,-33.43,-48.37
216.4,-33.43,-48.51
216.5,-33.43,-48.51
216.6,-33.43,-48.51
216.7,-33.43,-48.51
216.8,-33.43,-48.51
216.9,-33.43,-48.24
217,-33.35,-48.24
217.1,-33.35,-48.24
217.2,-33.35,-48.24
217.3,-33.35,-48.24
217.4,-33.35,-48.24
217.5,-33.35,-48.24
217.6,-33.35,-48.31
217.7,-33.35,-48.31
217.8,-33.35,-48.31
217.9,-33.35,-48.31
218,-33.35,-48.31
218.1,-32.9,-48.31
218.2,-32.9,-48.31
218.3,-32.9,-48.31
218.4,-32.9,-48.31
218.5,-32.9,-48.31
218.6,-32.9,-47.84
218.7,-32.9,-47.84
218.8,-32.9,-47.84
218.9,-32.9,-47.84
219,-32.9,-47.84
219.1,-32.76,-47.84
219.2,-32.76,-47.84
219.3,-32.76,-47.84
219.4,-32.76,-47.84
219.5,-32.76,-47.84
219.6,-32.76,-47.21
219.7,-32.76,-47.21
219.8,-32.76,-47.21
219.9,-32.76,-47.21
220,-32.76,-47.21
220.1,-32.76,-47.21
220.2,-32.76,-47.21
220.3,-32.76,-47.21
220.4,-32.76,-48.37
220.5,-32.99,-48.37
220.6,-32.99,-48.37
220.7,-32.99,-47.49
220.8,-32.99,-47.49
220.9,-32.99,-47.49
221,-32.99,-47.49
221.1,-32.99,-47.49
221.2,-32.99,-47.49
221.3,-32.99,-47.49
221.4,-32.99,-47.49
221.5,-32.99,-47.49
221.6,-32.99,-47.15
221.7,-32.99,-47.15
221.8,-32.99,-47.15
221.9,-32.99,-47.15
222,-32.99,-47.15
222.1,-32.56,-47.15
222.2,-32.56,-47.15
222.3,-32.56,-47.15
222.4,-32.56,-47.15
222.5,-32.56,-47.15
222.6,-32.56,-47.15
222.7,-32.56,-47.15
222.8,-32.56,-46.93
222.9,-32.56,-46.93
223,-32.56,-46.93
223.1,-32.56,-46.93
223.2,-32.56,-46.93
223.3,-32.79,-46.93
223.4,-32.79,-46.93
223.5,-32.79,-46.93
223.6,-32.79,-47.29
223.7,-32.79,-47.29
223.8,-32.79,-47.29
223.9,-32.79,-47.29
224,-32.79,-47.29
224.1,-32.79,-47.29
224.2,-32.79,-47.29
224.3,-32.79,-47.29
224.4,-32.79,-47.29
224.5,-32.79,-47.29
224.6,-32.79,-47.46
224.7,-32.79,-46.88
224.8,-32.79,-46.88
224.9,-32.79,-46.88
225,-32.79,-46.88
225.1,-32.65,-46.88
225.2,-32.65,-46.88
225.3,-32.65,-46.88
225.4,-32.65,-46.88
225.5,-32.65,-46.88
225.6,-32.65,-46.88
225.7,-32.65,-46.88
225.8,-32.65,-46.88
225.9,-32.65,-46.88
226,-32.65,-46.88
226.1,-32.37,-46.88
226.2,-32.37,-46.88
226.3,-32.37,-46.88
226.4,-32.37,-46.88
226.5,-32.37,-46.88
226.6,-32.37,-46.21
226.7,-32.37,-46.46
226.8,-32.37,-46.46
226.9,-32.37,-46.46
227,-32.37,-46.46
227.1,-32.37,-46.46
227.2,-32.37,-46.46
227.3,-32.37,-46.46
227.4,-32.15,-46.46
227.5,-32.15,-46.46
227.6,-32.15,-46.46
227.7,-32.15,-46.46
227.8,-32.15,-46.46
227.9,-32.15,-46.46
228,-32.15,-46.46
228.1,-32.15,-46.46
228.2,-32.15,-46.46
228.3,-32.15,-46.46
228.4,-32.15,-46.46
228.5,-32.15,-46.46
228.6,-32.15,-46.24
228.7,-32.15,-46.24
228.8,-32.15,-46.24
228.9,-32.15,-46.24
229,-32.07,-46.24
229.1,-32.07,-46.24
229.2,-32.07,-46.24
229.3,-32.07,-46.24
229.4,-32.07,-46.24
229.5,-32.07,-46.24
229.6,-32.07,-46.37
229.7,-32.07,-46.37
229.8,-32.07,-46.37
229.9,-32.07,-46.37
230,-32.07,-46.37
230.1,-32.07,-46.37
230.2,-31.95,-46.37
230.3,-31.95,-46.38
230.4,-31.95,-46.38
230.5,-31.95,-46.38
230.6,-31.95,-46.38
230.7,-31.95,-46.38
230.8,-31.95,-46.07
230.9,-31.95,-46.07
231,-31.95,-46.07
231.1,-31.95,-46.07
231.2,-31.54,-46.07
231.3,-31.54,-46.07
231.4,-31.54,-46.07
231.5,-31.54,-46.07
231.6,-31.54,-46.08
231.7,-31.54,-46.08
231.8,-31.54,-46.08
231.9,-31.54,-46.08
232,-31.54,-46.08
232.1,-31.54,-46.08
232.2,-31.54,-46.08
232.3,-31.54,-46.08
232.4,-31.54,-46.08
232.5,-31.12,-46.08
232.6,-31.12,-46.13
232.7,-31.12,-46.13
232.8,-31.12,-46.13
232.9,-31.12,-46.13
233,-31.12,-46.13
233.1,-31.12,-46.13
233.2,-31.12,-45.71
233.3,-31.12,-45.71
233.4,-31.12,-45.71
233.5,-31.12,-45.71
233.6,-31.12,-45.71
233.7,-31.12,-45.71
233.8,-31.12,-45.71
233.9,-31.12,-45.71
234,-31.12,-45.71
234.1,-31.12,-45.37
234.2,-31.12,-45.37
234.3,-30.74,-45.37
234.4,-30.74,-45.37
234.5,-30.74,-45.37
234.6,-30.74,-45.37
234.7,-30.74,-45.93
234.8,-30.74,-45.93
234.9,-30.74,-45.93
235,-30.74,-45.93
235.1,-30.74,-45.93
235.2,-30.74,-45.93
235.3,-30.74,-45.93
235.4,-30.74,-45.93
235.5,-30.53,-45.93
235.6,-30.53,-45.57
235.7,-30.53,-45.57
235.8,-30.53,-45.57
235.9,-30.53,-45.57
236,-30.53,-45.57
236.1,-30.53,-45.57
236.2,-30.53,-45.57
236.3,-30.53,-45.57
236.4,-30.53,-45.57
236.5,-30.53,-45.1
236.6,-30.53,-45.1
236.7,-30.29,-45.1
236.8,-30.29,-45.1
236.9,-30.29,-45.1
237,-30.29,-45.1
237.1,-30.29,-45.1
237.2,-30.29,-45.1
237.3,-30.29,-45.1
237.4,-30.29,-45.49
237.5,-30.29,-45.49
237.6,-30.29,-45.49
237.7,-30.29,-45.49
237.8,-30.29,-45.49
237.9,-30.29,-46.05
238,-30.29,-46.05
238.1,-30.29,-46.05
238.2,-29.82,-46.05
238.3,-29.82,-46.05
238.4,-29.82,-46.05
238.5,-29.82,-46.05
238.6,-29.82,-45.82
238.7,-29.82,-45.82
238.8,-29.82,-45.82
238.9,-29.82,-45.82
239,-29.82,-45.82
239.1,-29.82,-45.82
239.2,-29.82,-45.82
239.3,-29.6,-45.82
239.4,-29.6,-45.82
239.5,-29.6,-45.82
239.6,-29.6,-45.82
239.7,-29.6,-46.12
239.8,-29.6,-46.12
239.9,-29.6,-46.12
240,-29.6,-46.12
240.1,-29.6,-46.12
240.2,-29.6,-46.12
240.3,-29.6,-46.12
240.4,-29.6,-46.12
240.5,-29.29,-46.12
240.6,-29.29,-45.79
240.7,-29.29,-45.79
240.8,-29.29,-45.79
240.9,-29.29,-45.79
241,-29.29,-45.79
241.1,-29.29,-45.79
241.2,-29.29,-45.79
241.3,-29.29,-45.79
241.4,-29.29,-45.79
241.5,-29.29,-45.79
241.6,-29.29,-45.2
241.7,-28.93,-45.2
241.8,-28.93,-45.2
241.9,-28.93,-45.2
242,-28.93,-45.2
242.1,-28.93,-45.2
242.2,-28.93,-44.9
242.3,-28.93,-44.9
242.4,-28.93,-44.9
242.5,-28.93,-44.9
242.6,-28.93,-44.99
242.7,-28.93,-44.99
242.8,-28.93,-44.99
242.9,-28.93,-44.99
243,-28.93,-44.99
243.1,-28.93,-44.99
243.2,-28.63,-44.99
243.3,-28.63,-44.99
243.4,-28.63,-44.99
243.5,-28.63,-44.99
243.6,-28.63,-44.99
243.7,-28.63,-44.99
243.8,-28.63,-44.99
243.9,-28.63,-44.99
244,-28.63,-44.99
244.1,-28.63,-44.99
244.2,-28.63,-44.99
244.3,-28.63,-44.99
244.4,-27.9,-44.79
244.5,-27.9,-44.79
244.6,-27.9,-44.79
244.7,-27.9,-44.79
244.8,-27.9,-44.79
244.9,-27.9,-44.76
245,-27.9,-44.76
245.1,-27.9,-44.76
245.2,-27.9,-44.76
245.3,-27.9,-44.76
245.4,-27.74,-44.76
245.5,-27.74,-44.76
245.6,-27.74,-44.76
245.7,-27.74,-44.65
245.8,-27.74,-44.65
245.9,-27.74,-44.65
246,-27.74,-44.65
246.1,-27.74,-44.65
246.2,-27.74,-44.65
246.3,-27.74,-44.65
246.4,-27.74,-44.65
246.5,-27.74,-44.65
246.6,-27.74,-44.34
246.7,-27.39,-44.34
246.8,-27.39,-43.93
246.9,-27.39,-43.93
247,-27.39,-43.93
247.1,-27.39,-43.93
247.2,-27.39,-43.93
247.3,-27.39,-43.93
247.4,-27.39,-43.93
247.5,-27.39,-43.93
247.6,-27.39,-43.93
247.7,-27.39,-43.93
247.8,-27.39,-43.93
247.9,-27.39,-43.93
248,-27.39,-43.93
248.1,-27.39,-43.93
248.2,-27.39,-43.93
248.3,-27.39,-43.93
248.4,-27.39,-43.93
248.5,-27.39,-43.93
248.6,-27.39,-44.43
248.7,-27.39,-44.43
248.8,-27.39,-44.43
248.9,-27.39,-44.43
249,-27.39,-44.43
249.1,-27.39,-44.43
249.2,-27.39,-44.43
249.3,-27.39,-44.43
249.4,-27.39,-44.43
249.5,-26.78,-44.11
249.6,-26.78,-44.11
249.7,-26.78,-44.11
249.8,-26.78,-44.11
249.9,-26.78,-44.11
250,-26.78,-44.11
250.1,-26.78,-44.49
250.2,-26.78,-44.49
250.3,-26.78,-44.49
250.4,-26.4,-44.49
250.5,-26.4,-44.49
250.6,-26.4,-44.07
250.7,-26.4,-44.07
250.8,-26.4,-44.07
250.9,-26.4,-44.07
251,-26.4,-44.07
251.1,-26.4,-44.07
251.2,-26.4,-44.07
251.3,-26.4,-44.07
251.4,-26.4,-44.07
251.5,-25.83,-44.07
251.6,-25.83,-44.07
251.7,-25.83,-44.07
251.8,-25.83,-44.04
251.9,-25.83,-44.04
252,-25.83,-44.04
252.1,-25.83,-44.04
252.2,-25.83,-44.04
252.3,-25.83,-44.04
252.4,-25.83,-44.04
252.5,-25.57,-44.04
252.6,-25.57,-43.76
252.7,-25.57,-43.76
252.8,-25.57,-43.76
252.9,-25.57,-43.76
253,-25.57,-43.76
253.1,-25.57,-43.76
253.2,-25.57,-43.76
253.3,-25.57,-43.76
253.4,-25.57,-43.76
253.5,-25.57,-43.76
253.6,-25.57,-43.82
253.7,-25.57,-43.82
253.8,-25.57,-43.82
253.9,-25.57,-43.82
254,-25.24,-43.82
254.1,-25.24,-43.82
254.2,-25.24,-43.82
254.3,-25.24,-43.82
254.4,-25.24,-43.82
254.5,-25.24,-44.06
254.6,-25.24,-44.06
254.7,-25.24,-44.06
254.8,-25.24,-44.06
254.9,-25.24,-44.06
255,-25.24,-43.85
255.1,-25.24,-43.85
255.2,-25.24,-43.85
255.3,-25.24,-43.85
255.4,-25.24,-43.85
255.5,-24.6,-43.85
255.6,-24.6,-43.85
255.7,-24.6,-43.68
255.8,-24.6,-43.68
255.9,-24.6,-43.68
256,-24.6,-43.68
256.1,-24.6,-43.68
256.2,-24.6,-43.68
256.3,-24.6,-43.68
256.4,-24.6,-43.68
256.5,-24.18,-43.68
256.6,-24.18,-43.68
256.7,-24.18,-43.71
256.8,-24.18,-43.71
256.9,-24.18,-43.71
257,-24.18,-43.71
257.1,-24.18,-43.71
257.2,-24.18,-43.71
257.3,-24.18,-43.71
257.4,-24.18,-43.71
257.5,-24.18,-43.71
257.6,-23.65,-44.11
257.7,-23.65,-44.11
257.8,-23.65,-44.11
257.9,-23.65,-44.11
258,-23.65,-44.11
258.1,-23.65,-44.11
258.2,-23.65,-43.9
258.3,-23.65,-43.9
258.4,-23.65,-43.9
258.5,-23.65,-43.9
258.6,-23.65,-43.9
258.7,-23.65,-43.9
258.8,-23.65,-43.73
258.9,-23.65,-43.73
259,-23.65,-43.73
259.1,-23.37,-43.73
259.2,-23.37,-43.73
259.3,-23.37,-43.73
259.4,-23.37,-43.73
259.5,-23.37,-43.73
259.6,-23.37,-43.73
259.7,-23.37,-43.84
259.8,-23.37,-43.84
259.9,-23.37,-43.84
260,-23.37,-43.84
260.1,-23.37,-43.84
260.2,-23.37,-43.84
260.3,-23.37,-43.84
260.4,-23.37,-43.84
260.5,-23.37,-43.84
260.6,-23.37,-43.82
260.7,-23.37,-43.82
260.8,-23.37,-43.82
260.9,-23.37,-43.82
261,-23.37,-43.82
261.1,-23.37,-43.82
261.2,-23.37,-43.82
261.3,-23.37,-44.01
261.4,-23.37,-44.01
261.5,-22.77,-44.01
261.6,-22.77,-44.01
261.7,-22.77,-44.01
261.8,-22.77,-44.01
261.9,-22.77,-43.85
262,-22.77,-43.85
262.1,-22.77,-43.85
262.2,-22.77,-43.85
262.3,-22.77,-43.85
262.4,-22.77,-43.85
262.5,-22.77,-43.85
262.6,-22.01,-43.85
262.7,-22.01,-43.29
262.8,-22.01,-43.29
262.9,-22.01,-43.29
263,-22.01,-43.29
263.1,-22.01,-43.29
263.2,-22.01,-43.29
263.3,-22.01,-43.29
263.4,-22.01,-43.29
263.5,-22.01,-43.29
263.6,-21.67,-43.29
263.7,-21.67,-43.18
263.8,-21.67,-43.18
263.9,-21.67,-43.18
264,-21.67,-43.18
264.1,-21.67,-43.18
264.2,-21.67,-43.18
264.3,-21.67,-43.18
264.4,-21.67,-43.18
264.5,-21.67,-43.18
264.6,-21.67,-43.18
264.7,-21.25,-43.18
264.8,-21.25,-43.18
264.9,-21.25,-43.18
265,-21.25,-43.18
265.1,-21.25,-43.18
265.2,-21.25,-43.18
265.3,-21.25,-43.18
265.4,-21.25,-43.18
265.5,-21.25,-43.18
265.6,-21.25,-43.68
265.7,-21.25,-43.68
265.8,-21.25,-43.68
265.9,-21.25,-43.68
266,-21.25,-43.68
266.1,-21.25,-43.68
266.2,-20.87,-43.68
266.3,-20.87,-43.65
266.4,-20.87,-43.65
266.5,-20.87,-43.65
266.6,-20.87,-43.65
266.7,-20.87,-43.65
266.8,-20.87,-43.66
266.9,-20.87,-43.66
267,-20.87,-43.66
267.1,-20.87,-43.66
267.2,-20.87,-43.66
267.3,-20.87,-43.66
267.4,-20.87,-43.66
267.5,-20.29,-43.66
267.6,-20.29,-43.66
267.7,-20.29,-43.6
267.8,-20.29,-43.6
267.9,-20.29,-43.6
268,-20.29,-43.6
268.1,-20.29,-43.6
268.2,-20.29,-43.6
268.3,-20.29,-43.6
268.4,-20.29,-43.6
268.5,-20.29,-43.62
268.6,-19.79,-43.62
268.7,-19.79,-43.62
268.8,-19.79,-43.62
268.9,-19.79,-43.62
269,-19.79,-43.62
269.1,-19.79,-43.62
269.2,-19.79,-43.62
269.3,-19.79,-43.62
269.4,-19.79,-43.62
269.5,-19.79,-43.62
269.6,-19.79,-43.62
269.7,-19.46,-43.62
269.8,-19.46,-43.62
269.9,-19.46,-43.65
270,-19.46,-43.65
270.1,-19.46,-43.65
270.2,-19.46,-43.65
270.3,-19.46,-43.65
270.4,-19.46,-43.65
270.5,-19.46,-43.65
270.6,-19.46,-43.65
270.7,-19.46,-43.65
270.8,-19.46,-43.41
270.9,-19.46,-43.41
271,-19.46,-43.41
271.1,-19.07,-43.41
271.2,-19.07,-43.41
271.3,-19.07,-43.41
271.4,-19.07,-43.18
271.5,-19.07,-43.18
271.6,-19.07,-43.18
271.7,-19.07,-43.18
271.8,-19.07,-43.18
271.9,-19.07,-43.18
272,-19.07,-43.18
272.1,-19.07,-43.18
272.2,-19.07,-43.18
272.3,-19.07,-43.18
272.4,-19.07,-43.18
272.5,-19.07,-43.18
272.6,-19.07,-43.18
272.7,-19.07,-43.18
272.8,-19.07,-43.18
272.9,-19.07,-43.18
273,-19.07,-43.18
273.1,-19.07,-43.18
273.2,-19.07,-43.18
273.3,-19.07,-43.39
273.4,-19.07,-43.39
273.5,-19.07,-43.39
273.6,-19.07,-43.39
273.7,-18.31,-43.39
273.8,-18.31,-43.39
273.9,-18.31,-43.39
274,-18.31,-43.73
274.1,-18.31,-43.73
274.2,-18.31,-43.73
274.3,-18.31,-43.73
274.4,-18.31,-43.73
274.5,-18.31,-43.73
274.6,-18.31,-43.73
274.7,-17.82,-43.12
274.8,-17.82,-43.12
274.9,-17.82,-43.12
275,-17.82,-43.12
275.1,-17.82,-43.12
275.2,-17.82,-43.12
275.3,-17.82,-43.12
275.4,-17.82,-43.12
275.5,-17.82,-43.12
275.6,-17.82,-43.12
275.7,-17.36,-43.12
275.8,-17.36,-43.37
275.9,-17.36,-43.37
276,-17.36,-43.37
276.1,-17.36,-43.37
276.2,-17.36,-43.37
276.3,-17.36,-43.37
276.4,-17.36,-43.37
276.5,-17.36,-42.87
276.6,-17.36,-42.87
276.7,-17.36,-42.87
276.8,-17.36,-42.87
276.9,-17.36,-42.87
277,-16.97,-42.87
277.1,-16.97,-42.87
277.2,-16.97,-42.87
277.3,-16.97,-42.87
277.4,-16.97,-42.87
277.5,-16.97,-42.87
277.6,-16.97,-42.83
277.7,-16.97,-42.83
277.8,-16.97,-42.83
277.9,-16.97,-42.83
278,-16.97,-42.83
278.1,-16.97,-42.57
278.2,-16.54,-42.57
278.3,-16.54,-42.57
278.4,-16.54,-42.57
278.5,-16.54,-42.57
278.6,-16.54,-42.57
278.7,-16.54,-42.57
278.8,-16.54,-42.57
278.9,-16.54,-42.57
279,-16.54,-42.6
279.1,-16.54,-42.6
279.2,-16.54,-42.6
279.3,-16.54,-42.6
279.4,-16.54,-42.6
279.5,-16.54,-42.6
279.6,-16.54,-42.6
279.7,-16.54,-42.6
279.8,-16.54,-42.6
279.9,-16.1,-42.6
280,-16.1,-42.6
280.1,-16.1,-42.29
280.2,-16.1,-42.29
280.3,-16.1,-42.29
280.4,-16.1,-42.29
280.5,-16.1,-42.29
280.6,-16.1,-42.29
280.7,-16.1,-42.43
280.8,-16.1,-41.93
280.9,-15.84,-41.93
281,-15.84,-41.93
281.1,-15.84,-41.93
281.2,-15.84,-41.93
281.3,-15.84,-41.93
281.4,-15.84,-41.93
281.5,-15.84,-41.93
281.6,-15.84,-41.93
281.7,-15.84,-41.93
281.8,-15.84,-41.93
281.9,-15.84,-41.93
282,-15.52,-41.93
282.1,-15.52,-41.93
282.2,-15.52,-41.93
282.3,-15.52,-41.93
282.4,-15.52,-41.93
282.5,-15.52,-41.93
282.6,-15.52,-41.9
282.7,-15.52,-41.9
282.8,-15.52,-41.9
282.9,-15.52,-41.9
283,-15.52,-41.9
283.1,-15.52,-41.9
283.2,-15.52,-41.68
283.3,-15.52,-41.68
283.4,-14.99,-41.68
283.5,-14.99,-41.68
283.6,-14.99,-41.68
283.7,-14.99,-41.68
283.8,-14.99,-41.65
283.9,-14.99,-41.65
284,-14.99,-41.65
284.1,-14.99,-41.65
284.2,-14.99,-41.65
284.3,-14.99,-41.65
284.4,-14.99,-41.65
284.5,-14.99,-41.65
284.6,-14.99,-41.65
284.7,-14.63,-41.65
284.8,-14.63,-41.33
284.9,-14.63,-41.33
285,-14.63,-41.33
285.1,-14.63,-41.33
285.2,-14.63,-41.33
285.3,-14.63,-41.33
285.4,-14.63,-41.33
285.5,-14.63,-40.98
285.6,-14.63,-40.98
285.7,-14.63,-40.98
285.8,-14.24,-40.98
285.9,-14.24,-40.98
286,-14.24,-41.01
286.1,-14.24,-41.01
286.2,-14.24,-41.01
286.3,-14.24,-41.01
286.4,-14.24,-41.01
286.5,-14.24,-41.01
286.6,-14.24,-41.01
286.7,-14.24,-41.01
286.8,-14.24,-40.65
286.9,-14.24,-40.65
287,-14.24,-40.65
287.1,-14.24,-40.65
287.2,-14.24,-40.65
287.3,-14.24,-40.65
287.4,-14.24,-40.65
287.5,-14.24,-40.65
287.6,-14.24,-40.65
287.7,-14.24,-40.65
287.8,-14.24,-40.46
287.9,-14.24,-40.46
288,-14.24,-40.46
288.1,-14.24,-40.46
288.2,-14.24,-40.46
288.3,-14.24,-40.46
288.4,-14.24,-40.46
288.5,-13.61,-40.46
288.6,-13.61,-40.32
288.7,-13.61,-40.32
288.8,-13.61,-39.9
288.9,-13.61,-39.9
289,-13.61,-39.9
289.1,-13.61,-39.9
289.2,-13.12,-39.9
289.3,-13.12,-39.9
289.4,-13.12,-39.9
289.5,-13.12,-39.9
289.6,-13.12,-39.9
289.7,-13.12,-39.9
289.8,-13.12,-39.9
289.9,-13.12,-39.9
290,-13.12,-39.9
290.1,-13.12,-39.9
290.2,-13.12,-39.9
290.3,-13.12,-39.9
290.4,-13.12,-39.9
290.5,-13.12,-39.9
290.6,-12.77,-39.9
290.7,-12.77,-39.9
290.8,-12.77,-39.9
290.9,-12.77,-39.74
291,-12.77,-39.74
291.1,-12.77,-39.74
291.2,-12.77,-39.74
291.3,-12.77,-39.74
291.4,-12.77,-39.74
291.5,-12.77,-39.74
291.6,-12.77,-39.74
291.7,-12.77,-39.74
291.8,-12.45,-39.56
291.9,-12.45,-39.56
292,-12.45,-39.56
292.1,-12.45,-39.56
292.2,-12.45,-39.56
292.3,-12.45,-39.56
292.4,-12.45,-39.56
292.5,-12.45,-39.56
292.6,-12.45,-39.56
292.7,-12.45,-39.56
292.8,-12.45,-39.06
292.9,-12.45,-39.06
293,-12.45,-39.06
293.1,-12.1,-39.06
293.2,-12.1,-39.06
293.3,-12.1,-39.06
293.4,-12.1,-39.06
293.5,-12.1,-39.07
293.6,-12.1,-39.07
293.7,-12.1,-39.07
293.8,-12.1,-38.85
293.9,-12.1,-38.85
294,-12.1,-38.85
294.1,-12.1,-38.85
294.2,-12.1,-38.85
294.3,-12.1,-38.85
294.4,-12.1,-38.85
294.5,-12.1,-38.85
294.6,-12.1,-38.85
294.7,-11.85,-38.85
294.8,-11.85,-38.28
294.9,-11.85,-38.28
295,-11.85,-38.28
295.1,-11.85,-38.28
295.2,-11.85,-38.28
295.3,-11.85,-38.28
295.4,-11.85,-38.28
295.5,-11.85,-38.28
295.6,-11.85,-38.28
295.7,-11.85,-37.78
295.8,-11.85,-37.78
295.9,-11.85,-37.78
296,-11.85,-37.78
296.1,-11.85,-37.78
296.2,-11.85,-37.78
296.3,-11.85,-37.78
296.4,-11.85,-37.74
296.5,-11.85,-37.74
296.6,-11.85,-37.74
296.7,-11.21,-37.74
296.8,-11.21,-37.74
296.9,-11.21,-37.74
297,-11.21,-37.51
297.1,-11.21,-37.51
297.2,-11.21,-37.51
297.3,-11.21,-37.51
297.4,-11.21,-37.51
297.5,-11.21,-37.51
297.6,-11.21,-37.07
297.7,-11.21,-37.07
297.8,-10.79,-37.07
297.9,-10.79,-37.07
298,-10.79,-37.07
