Theta [deg],dB(GainTheta) [] - Freq='0.6GHz' L3='5mm' Ls='1.63mm' Phi='0deg',dB(GainTheta) [] - Freq='0.6GHz' L3='5mm' Ls='1.63mm' Phi='90.0000000000002deg'
200.7,-31.31,-49.7
200.8,-31.31,-49.7
200.9,-31.31,-49.7
201,-31.66,-49.7
201.1,-31.66,-49.87
201.2,-31.66,-49.87
201.3,-31.66,-49.87
201.4,-31.66,-49.87
201.5,-31.66,-49.87
201.6,-31.66,-49.87
201.7,-31.66,-49.87
201.8,-31.66,-49.56
201.9,-31.94,-49.56
202,-31.94,-49.56
202.1,-31.94,-49.56
202.2,-31.94,-49.31
202.3,-31.94,-49.31
202.4,-31.94,-49.31
202.5,-31.94,-49.31
202.6,-31.94,-49.31
202.7,-31.94,-49.31
202.8,-31.94,-49.31
202.9,-31.94,-49.31
203,-31.94,-49.31
203.1,-31.94,-49.17
203.2,-31.94,-49.17
203.3,-31.94,-49.17
203.4,-31.94,-49.17
203.5,-31.94,-49.17
203.6,-31.94,-49.17
203.7,-31.94,-49.12
203.8,-31.94,-49.12
203.9,-31.94,-49.12
204,-31.94,-49.12
204.1,-31.94,-49.12
204.2,-31.94,-48.23
204.3,-31.94,-48.23
204.4,-31.94,-48.23
204.5,-31.94,-48.23
204.6,-31.94,-48.23
204.7,-32.1,-48.23
204.8,-32.1,-48.23
204.9,-32.1,-48.23
205,-32.1,-48.23
205.1,-32.1,-47.84
205.2,-32.1,-47.84
205.3,-32.1,-47.84
205.4,-32.1,-47.84
205.5,-32.1,-47.84
205.6,-32.1,-47.84
205.7,-32.32,-47.84
205.8,-32.32,-47.84
205.9,-32.32,-48.17
206,-32.32,-48.17
206.1,-32.32,-48.17
206.2,-32.32,-48.26
206.3,-32.32,-48.26
206.4,-32.32,-48.26
206.5,-32.32,-48.26
206.6,-32.32,-48.26
206.7,-32.32,-48.26
206.8,-32.32,-48.26
206.9,-32.32,-48.26
207,-32.32,-48.26
207.1,-32.32,-48.26
207.2,-32.32,-48.26
207.3,-32.32,-48.26
207.4,-32.32,-48.26
207.5,-32.32,-48.26
207.6,-32.32,-48.26
207.7,-32.32,-48.26
207.8,-32.32,-48.26
207.9,-32.32,-48.05
208,-32.32,-48.05
208.1,-32.32,-48.09
208.2,-32.32,-48.09
208.3,-32.32,-48.09
208.4,-32.32,-48.09
208.5,-32.35,-48.09
208.6,-32.35,-48.09
208.7,-32.35,-48.09
208.8,-32.35,-47.42
208.9,-32.35,-47.42
209,-32.35,-47.42
209.1,-32.35,-47.42
209.2,-32.35,-47.42
209.3,-32.35,-47.34
209.4,-32.45,-47.34
209.5,-32.45,-47.34
209.6,-32.45,-47.34
209.7,-32.45,-47.34
209.8,-32.45,-47.34
209.9,-32.45,-47.34
210,-32.45,-47.34
210.1,-32.45,-47.48
210.2,-32.45,-47.48
210.3,-32.45,-47.48
210.4,-32.45,-47.48
210.5,-32.45,-47.48
210.6,-32.45,-47.48
210.7,-32.45,-47.48
210.8,-32.45,-47.48
210.9,-32.45,-47.48
211,-32.45,-47.48
211.1,-32.45,-47.48
211.2,-32.45,-47.48
211.3,-32.45,-47.92
211.4,-32.45,-47.92
211.5,-32.45,-47.92
211.6,-32.45,-47.92
211.7,-32.3,-47.92
211.8,-32.3,-47.92
211.9,-32.3,-47.92
212,-32.3,-47.78
212.1,-32.3,-47.78
212.2,-32.3,-47.78
212.3,-32.3,-47.73
212.4,-32.3,-47.73
212.5,-32.3,-47.73
212.6,-32.3,-47.73
212.7,-32.3,-47.73
212.8,-32.3,-47.73
212.9,-32.3,-47.73
213,-32.3,-47.73
213.1,-32.3,-47.73
213.2,-32.3,-48.2
213.3,-32.32,-48.2
213.4,-32.32,-48.2
213.5,-32.32,-48.2
213.6,-32.32,-48.2
213.7,-32.32,-48.2
213.8,-32.32,-48.2
213.9,-32.32,-48.2
214,-32.32,-48.2
214.1,-32.32,-47.7
214.2,-32.35,-47.7
214.3,-32.35,-47.7
214.4,-32.35,-48.27
214.5,-32.35,-48.27
214.6,-32.35,-48.27
214.7,-32.35,-48.27
214.8,-32.35,-48.27
214.9,-32.35,-48.27
215,-32.35,-48.27
215.1,-32.35,-48.27
215.2,-32.35,-48.26
215.3,-32.35,-48.26
215.4,-32.35,-48.26
215.5,-32.35,-48.26
215.6,-32.35,-48.26
215.7,-32.35,-48.26
215.8,-32.35,-48.26
215.9,-32.35,-48.26
216,-32.35,-48.26
216.1,-32.35,-48.26
216.2,-32.35,-49.17
216.3,-32.35,-49.17
216.4,-32.35,-49.17
216.5,-32.35,-49.17
216.6,-32.35,-48.48
216.7,-32.03,-48.48
216.8,-32.03,-48.48
216.9,-32.03,-48.48
217,-32.03,-48.48
217.1,-32.03,-48.48
217.2,-32.03,-48.48
217.3,-32.03,-49.34
217.4,-32.03,-49.34
217.5,-32.03,-49.34
217.6,-32.03,-49.34
217.7,-32.03,-49.34
217.8,-32.03,-49.34
217.9,-32.03,-49.34
218,-32.03,-49.34
218.1,-31.92,-49.34
218.2,-31.92,-48.87
218.3,-31.92,-48.87
218.4,-31.92,-48.87
218.5,-31.92,-48.87
218.6,-31.92,-48.87
218.7,-31.92,-48.87
218.8,-31.92,-48.87
218.9,-31.9,-49.42
219,-31.9,-49.42
219.1,-31.9,-49.42
219.2,-31.9,-49.42
219.3,-31.9,-49.42
219.4,-31.9,-49.28
219.5,-31.9,-49.28
219.6,-31.9,-49.28
219.7,-31.9,-49.28
219.8,-31.9,-49.28
219.9,-31.9,-49.28
220,-31.9,-49.28
220.1,-31.9,-49.28
220.2,-31.9,-50.17
220.3,-31.9,-50.17
220.4,-31.9,-50.17
220.5,-31.9,-50.17
220.6,-31.9,-50.17
220.7,-31.9,-50.17
220.8,-31.9,-50.17
220.9,-31.9,-50.17
221,-31.9,-50.17
221.1,-31.9,-50.51
221.2,-31.9,-50.51
221.3,-31.9,-50.51
221.4,-31.9,-50.51
221.5,-31.9,-50.51
221.6,-31.9,-50.51
221.7,-31.64,-50
221.8,-31.64,-50
221.9,-31.64,-50
222,-31.64,-50
222.1,-31.64,-50
222.2,-31.64,-50.28
222.3,-31.64,-50.28
222.4,-31.64,-50.28
222.5,-31.64,-50.28
222.6,-31.64,-50.28
222.7,-31.44,-50.28
222.8,-31.44,-50.28
222.9,-31.44,-50.28
223,-31.44,-50.28
223.1,-31.44,-50.28
223.2,-31.44,-50.26
223.3,-31.44,-50.26
223.4,-31.44,-50.26
223.5,-31.44,-50.26
223.6,-31.44,-50.26
223.7,-31.44,-50.26
223.8,-31.44,-50.78
223.9,-31.44,-50.78
224,-31.44,-50.78
224.1,-31.44,-50.78
224.2,-31.44,-50.78
224.3,-31.44,-50.78
224.4,-31.44,-50.81
224.5,-31.44,-50.81
224.6,-31.44,-50.81
224.7,-31.44,-50.81
224.8,-31.44,-50.81
224.9,-31.44,-50.81
225,-31.44,-50.81
225.1,-31.44,-50.81
225.2,-31.44,-51.73
225.3,-31.28,-51.73
225.4,-31.28,-51.73
225.5,-31.28,-51.73
225.6,-31.28,-51.73
225.7,-31.28,-51.73
225.8,-31.28,-51.73
225.9,-31.28,-51.73
226,-31.28,-51.16
226.1,-31.28,-51.16
226.2,-31.28,-51.16
226.3,-31.28,-51.16
226.4,-31.28,-51.16
226.5,-31.28,-51.16
226.6,-31.28,-51.62
226.7,-31.1,-51.62
226.8,-31.1,-51.62
226.9,-31.1,-51.62
227,-31.1,-51.62
227.1,-31.1,-51.62
227.2,-31.1,-51.45
227.3,-31.1,-51.45
227.4,-31.1,-51.45
227.5,-31.1,-51.45
227.6,-31.1,-51.45
227.7,-30.77,-51.45
227.8,-30.77,-51.45
227.9,-30.77,-51.45
228,-30.77,-51.45
228.1,-30.77,-51.28
228.2,-30.77,-50.81
228.3,-30.77,-50.81
228.4,-30.77,-50.81
228.5,-30.77,-50.81
228.6,-30.77,-50.81
228.7,-30.77,-50.81
228.8,-30.77,-50.81
228.9,-30.77,-50.81
229,-30.77,-50.81
229.1,-30.77,-50.81
229.2,-30.77,-50.78
229.3,-30.77,-50.78
229.4,-30.77,-50.78
229.5,-30.77,-50.78
229.6,-30.77,-50.78
229.7,-30.77,-50.78
229.8,-30.77,-50.78
229.9,-30.77,-50.78
230,-30.77,-50.78
230.1,-30.64,-50.78
230.2,-30.64,-51.03
230.3,-30.64,-51.03
230.4,-30.64,-51.03
230.5,-30.64,-51.03
230.6,-30.64,-51.03
230.7,-30.64,-51.03
230.8,-30.64,-50.48
230.9,-30.64,-50.48
231,-30.64,-50.48
231.1,-30.06,-50.48
231.2,-30.06,-50.48
231.3,-30.06,-50.2
231.4,-30.06,-50.2
231.5,-30.06,-50.2
231.6,-30.06,-50.2
231.7,-30.06,-50.2
231.8,-30.06,-50.2
231.9,-30.06,-50.2
232,-30.06,-50.2
232.1,-30.06,-50.2
232.2,-30.06,-49.78
232.3,-30.06,-49.78
232.4,-30.06,-49.78
232.5,-30.06,-49.78
232.6,-30.06,-49.78
232.7,-30.06,-49.78
232.8,-30.06,-49.78
232.9,-30.06,-49.69
233,-30.06,-49.69
233.1,-30.06,-49.69
233.2,-30.06,-49.69
233.3,-30.06,-49.69
233.4,-30.06,-49.45
233.5,-30.06,-49.45
233.6,-30.06,-49.45
233.7,-29.69,-49.45
233.8,-29.69,-49.45
233.9,-29.69,-49.45
234,-29.69,-49.45
234.1,-29.69,-49.45
234.2,-29.69,-48.87
234.3,-29.69,-48.87
234.4,-29.69,-48.87
234.5,-29.69,-48.87
234.6,-29.69,-48.87
234.7,-28.83,-48.87
234.8,-28.83,-48.87
234.9,-28.83,-48.87
235,-28.83,-48.87
235.1,-28.83,-48.82
235.2,-28.83,-48.82
235.3,-28.83,-48.82
235.4,-28.83,-48.82
235.5,-28.83,-48.82
235.6,-28.83,-48.82
235.7,-28.83,-48.82
235.8,-28.83,-48.05
235.9,-28.83,-48.05
236,-28.83,-48.05
236.1,-28.83,-48.05
236.2,-28.83,-47.62
236.3,-28.83,-47.62
236.4,-28.83,-47.62
236.5,-28.83,-47.62
236.6,-28.83,-47.62
236.7,-28.83,-47.62
236.8,-28.83,-47.62
236.9,-28.83,-47.62
237,-28.83,-47.62
237.1,-28.83,-47.62
237.2,-28.83,-47.67
237.3,-28.83,-47.67
237.4,-28.83,-47.67
237.5,-28.83,-47.67
237.6,-28.83,-47.67
237.7,-28.41,-47.67
237.8,-28.41,-47.21
237.9,-28.41,-47.21
238,-28.41,-47.21
238.1,-28.41,-47.21
238.2,-28.41,-47.21
238.3,-28.41,-46.81
238.4,-28.41,-46.81
238.5,-28.41,-46.81
238.6,-28.41,-46.81
238.7,-28.41,-46.81
238.8,-27.87,-46.81
238.9,-27.87,-46.81
239,-27.87,-46.81
239.1,-27.87,-46.81
239.2,-27.87,-46.81
239.3,-27.87,-46.64
239.4,-27.87,-46.64
239.5,-27.87,-46.64
239.6,-27.87,-46.64
239.7,-27.87,-46.64
239.8,-27.87,-46.06
239.9,-27.87,-46.06
240,-27.15,-46.06
240.1,-27.15,-46.06
240.2,-27.15,-46.06
240.3,-27.15,-46.06
240.4,-27.15,-46.06
240.5,-27.15,-45.91
240.6,-27.15,-45.91
240.7,-27.15,-45.91
240.8,-27.15,-45.91
240.9,-27.15,-45.91
241,-27.15,-45.91
241.1,-27.15,-45.91
241.2,-27.15,-45.91
241.3,-27.15,-45.95
241.4,-27.15,-45.95
241.5,-27.15,-45.95
241.6,-26.6,-45.95
241.7,-26.6,-45.95
241.8,-26.6,-45.95
241.9,-26.6,-45.95
242,-26.6,-45.95
242.1,-26.6,-45.76
242.2,-26.6,-45.76
242.3,-26.6,-45.76
242.4,-26.6,-45.76
242.5,-26.6,-45.76
242.6,-26.6,-44.98
242.7,-26.6,-44.98
242.8,-25.98,-44.98
242.9,-25.98,-44.98
243,-25.98,-44.98
243.1,-25.98,-44.98
243.2,-25.98,-44.98
243.3,-25.98,-45.15
243.4,-25.98,-45.15
243.5,-25.98,-45.15
243.6,-25.98,-45.15
243.7,-25.98,-45.15
243.8,-25.98,-45.15
243.9,-25.98,-45.15
244,-25.21,-45.15
244.1,-25.21,-45.15
244.2,-25.21,-44.92
244.3,-25.21,-44.92
244.4,-25.21,-44.92
244.5,-25.21,-44.92
244.6,-25.21,-44.92
244.7,-25.21,-44.48
244.8,-25.21,-44.48
244.9,-25.21,-44.48
245,-25.21,-44.48
245.1,-25.21,-44.48
245.2,-25.21,-44.48
245.3,-24.72,-44.48
245.4,-24.72,-44.67
245.5,-24.72,-44.67
245.6,-24.72,-44.67
245.7,-24.72,-44.67
245.8,-24.72,-44.67
245.9,-24.72,-44.67
246,-24.72,-44.67
246.1,-24.72,-44.67
246.2,-24.72,-44.67
246.3,-24.72,-44.67
246.4,-24.72,-44.09
246.5,-24.72,-44.09
246.6,-24.72,-44.09
246.7,-24.72,-44.09
246.8,-23.98,-44.09
246.9,-23.98,-44.09
247,-23.98,-44.09
247.1,-23.98,-44.09
247.2,-23.98,-44.09
247.3,-23.98,-43.95
247.4,-23.98,-43.95
247.5,-23.98,-44.06
247.6,-23.98,-44.06
247.7,-22.94,-44.06
247.8,-22.94,-44.06
247.9,-22.94,-44.06
248,-22.94,-44.06
248.1,-22.94,-44.06
248.2,-22.94,-44.06
248.3,-22.94,-44.06
248.4,-22.94,-44.02
248.5,-22.94,-44.02
248.6,-22.94,-44.02
248.7,-22.94,-44.02
248.8,-22.94,-44.02
248.9,-22.94,-44.02
249,-22.94,-44.02
249.1,-22.94,-44.02
249.2,-22.94,-44.03
249.3,-22.94,-44.03
249.4,-22.94,-44.03
249.5,-22.94,-44.03
249.6,-22.94,-44.03
249.7,-22.94,-44.03
249.8,-22.94,-43.85
249.9,-22.94,-43.85
250,-22.36,-43.85
250.1,-22.36,-43.85
250.2,-22.36,-43.85
250.3,-22.36,-43.85
250.4,-22.36,-43.79
250.5,-22.36,-43.79
250.6,-22.36,-43.79
250.7,-22.36,-43.79
250.8,-22.36,-43.79
250.9,-22.36,-43.79
251,-22.36,-43.79
251.1,-22.36,-43.79
251.2,-22.36,-43.79
251.3,-22.36,-43.79
251.4,-22.36,-43.81
251.5,-22.36,-43.81
251.6,-22.36,-43.81
251.7,-22.36,-43.81
251.8,-21.92,-43.81
251.9,-21.92,-43.81
252,-21.92,-43.81
252.1,-21.92,-43.81
252.2,-21.92,-43.8
252.3,-21.92,-43.8
252.4,-21.92,-43.8
252.5,-21.92,-43.8
252.6,-21.92,-43.8
252.7,-21.92,-43.89
252.8,-21.28,-43.89
252.9,-21.28,-43.89
253,-21.28,-43.89
253.1,-21.28,-43.89
253.2,-21.28,-43.89
253.3,-21.28,-43.89
253.4,-21.28,-43.98
253.5,-21.28,-43.98
253.6,-21.28,-43.98
253.7,-21.28,-43.98
253.8,-21.28,-43.98
253.9,-20.7,-43.98
254,-20.7,-43.98
254.1,-20.7,-43.98
254.2,-20.7,-43.98
254.3,-20.7,-43.98
254.4,-20.7,-43.59
254.5,-20.7,-43.59
254.6,-20.7,-43.59
254.7,-20.7,-43.59
254.8,-20.7,-43.59
254.9,-20.7,-43.59
255,-20.7,-43.31
255.1,-20.7,-43.31
255.2,-20.7,-43.31
255.3,-20.7,-43.31
255.4,-20.7,-43.66
255.5,-20.26,-43.66
255.6,-20.26,-43.66
255.7,-20.26,-43.66
255.8,-20.26,-43.66
255.9,-20.26,-43.66
256,-20.26,-43.66
256.1,-20.26,-43.66
256.2,-20.26,-43.66
256.3,-20.26,-43.66
256.4,-20.26,-43.95
256.5,-20.26,-43.95
256.6,-20.26,-43.95
256.7,-20.26,-43.95
256.8,-19.78,-43.95
256.9,-19.78,-43.95
257,-19.78,-43.95
257.1,-19.78,-43.95
257.2,-19.78,-44.06
257.3,-19.78,-44.06
257.4,-19.78,-44.06
257.5,-19.78,-44.06
257.6,-19.78,-44.06
257.7,-19.78,-43.7
257.8,-19.78,-43.7
257.9,-19.78,-43.7
258,-19.78,-43.7
258.1,-19.08,-43.7
258.2,-19.08,-43.7
258.3,-19.08,-43.7
258.4,-19.08,-43.7
258.5,-19.08,-43.83
258.6,-19.08,-43.83
258.7,-19.08,-43.83
258.8,-19.08,-43.83
258.9,-19.08,-43.83
259,-19.08,-43.83
259.1,-19.08,-43.83
259.2,-19.08,-43.83
259.3,-19.08,-43.83
259.4,-19.08,-43.7
259.5,-19.08,-43.7
259.6,-19.08,-43.7
259.7,-18.73,-43.7
259.8,-18.73,-43.7
259.9,-18.73,-43.7
260,-18.73,-44.09
260.1,-18.73,-44.09
260.2,-18.73,-44.09
260.3,-18.73,-44.09
260.4,-18.73,-44.09
260.5,-18.73,-43.81
260.6,-18.73,-43.81
260.7,-18.73,-43.81
260.8,-18.28,-43.81
260.9,-18.28,-43.81
261,-18.28,-43.81
261.1,-18.28,-43.81
261.2,-18.28,-43.81
261.3,-18.28,-43.81
261.4,-18.28,-44.17
261.5,-18.28,-44.17
261.6,-18.28,-44.17
261.7,-18.28,-44.17
261.8,-18.28,-44.17
261.9,-18.28,-44.17
262,-17.73,-44.17
262.1,-17.73,-44.17
262.2,-17.73,-44.17
262.3,-17.73,-43.95
262.4,-17.73,-43.95
262.5,-17.73,-43.95
262.6,-17.73,-43.95
262.7,-17.73,-43.95
262.8,-17.73,-44.23
262.9,-17.73,-44.23
263,-17.73,-44.23
263.1,-17.73,-44.23
263.2,-17.73,-44.23
263.3,-17.73,-44.23
263.4,-17.73,-44.23
263.5,-17.73,-44.51
263.6,-17.31,-44.51
263.7,-17.31,-44.51
263.8,-17.31,-44.51
263.9,-17.31,-44.51
264,-17.31,-44.51
264.1,-17.31,-44.51
264.2,-17.31,-44.51
264.3,-17.31,-44.51
264.4,-17.31,-44.37
264.5,-17.31,-44.37
264.6,-17.31,-44.37
264.7,-17.31,-44.37
264.8,-17.01,-44.37
264.9,-17.01,-44.37
265,-17.01,-44.37
265.1,-17.01,-44.31
265.2,-17.01,-44.31
265.3,-17.01,-44.31
265.4,-17.01,-44.31
265.5,-17.01,-44.45
265.6,-17.01,-44.45
265.7,-17.01,-44.45
265.8,-17.01,-44.45
265.9,-16.53,-44.45
266,-16.53,-44.45
266.1,-16.53,-44.45
266.2,-16.53,-44.45
266.3,-16.53,-44.45
266.4,-16.53,-44.45
266.5,-16.53,-44.67
266.6,-16.53,-44.67
266.7,-16.53,-44.67
266.8,-16.53,-44.67
266.9,-16.53,-44.67
267,-16.53,-44.67
267.1,-16.53,-44.67
267.2,-16.53,-44.67
267.3,-16.53,-44.81
267.4,-16.53,-44.81
267.5,-16.04,-44.81
267.6,-16.04,-44.81
267.7,-16.04,-44.81
267.8,-16.04,-44.86
267.9,-16.04,-44.86
268,-16.04,-44.86
268.1,-16.04,-44.86
268.2,-16.04,-44.86
268.3,-16.04,-44.86
268.4,-16.04,-44.86
268.5,-16.04,-44.86
268.6,-16.04,-44.87
268.7,-15.72,-44.87
268.8,-15.72,-44.87
268.9,-15.72,-44.87
269,-15.72,-44.87
269.1,-15.72,-44.87
269.2,-15.72,-44.87
269.3,-15.72,-44.87
269.4,-15.72,-45.12
269.5,-15.72,-45.12
269.6,-15.72,-45.12
269.7,-15.72,-45.12
269.8,-15.72,-45.12
269.9,-15.34,-45.12
270,-15.34,-44.97
270.1,-15.34,-44.97
270.2,-15.34,-44.97
270.3,-15.34,-44.97
270.4,-15.34,-44.97
270.5,-15.34,-44.97
270.6,-15.34,-45.42
270.7,-15.34,-45.42
270.8,-15.34,-45.42
270.9,-15.34,-45.42
271,-14.85,-45.42
271.1,-14.85,-45.42
271.2,-14.85,-45.42
271.3,-14.85,-45.42
271.4,-14.85,-45.42
271.5,-14.85,-45.38
271.6,-14.85,-45.38
271.7,-14.85,-45.38
271.8,-14.85,-45.38
271.9,-14.85,-45.38
272,-14.85,-45.38
272.1,-14.85,-45.38
272.2,-14.85,-45.38
272.3,-14.85,-45.38
272.4,-14.85,-45.38
272.5,-14.85,-45.38
272.6,-14.61,-45.38
272.7,-14.61,-45.21
272.8,-14.61,-45.21
272.9,-14.61,-45.21
273,-14.61,-45.21
273.1,-14.61,-45.21
273.2,-14.61,-45.21
273.3,-14.61,-45.21
273.4,-14.61,-45.37
273.5,-14.61,-45.37
273.6,-14.61,-45.37
273.7,-14.61,-45.39
273.8,-14.61,-45.39
273.9,-14.14,-45.39
274,-14.14,-45.39
274.1,-14.14,-45.39
274.2,-14.14,-45.39
274.3,-14.14,-45.39
274.4,-14.14,-45.39
274.5,-14.14,-45.39
274.6,-14.14,-45.37
274.7,-14.14,-45.37
274.8,-14.14,-45.37
274.9,-14.14,-45.37
275,-13.89,-45.37
275.1,-13.89,-45.37
275.2,-13.89,-45.37
275.3,-13.89,-45.37
275.4,-13.89,-45.37
275.5,-13.89,-45.53
275.6,-13.89,-45.53
275.7,-13.89,-45.53
275.8,-13.89,-45.53
275.9,-13.89,-45.53
276,-13.89,-45.73
276.1,-13.89,-45.73
276.2,-13.89,-45.73
276.3,-13.89,-45.73
276.4,-13.89,-45.73
276.5,-13.58,-45.73
276.6,-13.58,-45.73
276.7,-13.58,-45.26
276.8,-13.58,-45.26
276.9,-13.58,-45.26
277,-13.58,-45.26
277.1,-13.58,-45.26
277.2,-13.58,-45.26
277.3,-13.58,-45.26
277.4,-13.05,-45.26
277.5,-13.05,-45.26
277.6,-13.05,-45.26
277.7,-13.05,-45.25
277.8,-13.05,-45.25
277.9,-13.05,-45.25
278,-13.05,-45.25
278.1,-13.05,-45.25
278.2,-13.05,-45.25
278.3,-13.05,-45.25
278.4,-13.05,-45.25
278.5,-13.05,-45.25
278.6,-13.05,-45.33
278.7,-13.05,-45.33
278.8,-13.05,-45.33
278.9,-13.05,-45.33
279,-13.05,-45.33
279.1,-13.05,-45.14
279.2,-13.05,-45.14
279.3,-13.05,-45.14
279.4,-13.05,-45.14
279.5,-13.05,-45.14
279.6,-13.05,-45.14
279.7,-13.05,-45.14
279.8,-13.05,-44.87
279.9,-13.05,-44.87
280,-13.05,-44.87
280.1,-12.7,-44.87
280.2,-12.7,-44.87
280.3,-12.7,-44.87
280.4,-12.7,-44.87
280.5,-12.7,-44.87
280.6,-12.7,-44.53
280.7,-12.7,-44.53
280.8,-12.7,-44.53
280.9,-12.7,-44.53
281,-12.7,-44.53
281.1,-12.7,-44.53
281.2,-12.7,-44.53
281.3,-12.7,-44.53
281.4,-12.42,-44.52
281.5,-12.42,-44.52
281.6,-12.42,-44.52
281.7,-12.42,-44.52
281.8,-12.42,-44.52
281.9,-12.42,-44.52
282,-12.42,-44.52
282.1,-12.42,-44.52
282.2,-12.42,-44.26
282.3,-12.42,-44.26
282.4,-12.42,-44.26
282.5,-12.42,-44.26
282.6,-12.42,-44.26
282.7,-12.42,-44.22
282.8,-12.42,-44.22
282.9,-12.23,-44.22
283,-12.23,-44.22
283.1,-12.23,-44.22
283.2,-12.23,-44.22
283.3,-12.23,-44.22
283.4,-12.23,-44.22
283.5,-12.23,-43.47
283.6,-12.23,-43.47
283.7,-12.23,-43.47
283.8,-12.23,-43.47
283.9,-11.78,-43.47
284,-11.78,-43.47
284.1,-11.78,-43.47
284.2,-11.78,-43.47
284.3,-11.78,-43.47
284.4,-11.78,-43.47
284.5,-11.78,-43.47
284.6,-11.78,-43.47
284.7,-11.78,-43.47
284.8,-11.78,-43.47
284.9,-11.78,-43.47
285,-11.78,-43.47
285.1,-11.78,-43.09
285.2,-11.78,-43.09
285.3,-11.78,-43.09
285.4,-11.51,-43.09
285.5,-11.51,-43.09
285.6,-11.51,-42.76
285.7,-11.51,-42.76
285.8,-11.51,-42.76
285.9,-11.51,-42.76
286,-11.51,-42.76
286.1,-11.51,-42.76
286.2,-11.51,-42.75
286.3,-11.51,-42.75
286.4,-11.51,-42.75
286.5,-11.51,-42.75
286.6,-11.51,-42.75
286.7,-11.2,-42.75
286.8,-11.2,-42.48
286.9,-11.2,-42.48
287,-11.2,-42.48
287.1,-11.2,-42.48
287.2,-11.2,-42.48
287.3,-11.2,-42.48
287.4,-11.2,-42.48
287.5,-11.2,-41.73
287.6,-11.2,-41.73
287.7,-11.2,-41.73
287.8,-11.2,-41.73
287.9,-10.94,-41.73
288,-10.94,-41.73
288.1,-10.94,-41.73
288.2,-10.94,-41.73
288.3,-10.94,-41.73
288.4,-10.94,-41.73
288.5,-10.94,-41.51
288.6,-10.94,-41.51
288.7,-10.94,-41.51
288.8,-10.94,-41.51
288.9,-10.94,-41.51
289,-10.64,-41.51
289.1,-10.64,-41.51
289.2,-10.64,-41.51
289.3,-10.64,-41.51
289.4,-10.64,-41.51
289.5,-10.64,-41.51
289.6,-10.64,-41.51
289.7,-10.64,-41.51
289.8,-10.64,-40.98
289.9,-10.27,-40.98
290,-10.27,-40.98
290.1,-10.27,-40.98
290.2,-10.27,-40.98
290.3,-10.27,-40.98
290.4,-10.27,-40.98
290.5,-10.27,-40.93
290.6,-10.27,-40.93
290.7,-10.27,-40.93
290.8,-10.27,-40.93
290.9,-10.27,-40.93
291,-10.27,-40.59
291.1,-10.27,-40.59
291.2,-10.27,-40.59
291.3,-10.27,-40.59
291.4,-10.27,-40.59
291.5,-10.27,-40.59
291.6,-10.27,-40.59
291.7,-10.27,-40.2
291.8,-10.27,-40.2
291.9,-10.27,-40.2
292,-10.27,-40.2
292.1,-10.27,-40.2
292.2,-10.27,-40.2
292.3,-10.27,-40.2
292.4,-10.27,-40.2
292.5,-10.27,-40.2
292.6,-10.27,-39.84
292.7,-10.27,-39.84
292.8,-10.27,-39.84
292.9,-9.92,-39.84
293,-9.92,-39.84
293.1,-9.92,-39.84
293.2,-9.92,-39.84
293.3,-9.92,-39.84
293.4,-9.92,-39.84
293.5,-9.92,-39.84
293.6,-9.92,-39.45
293.7,-9.92,-39.45
293.8,-9.92,-39.45
293.9,-9.69,-39.37
294,-9.69,-39.37
294.1,-9.69,-39.37
294.2,-9.69,-39.37
294.3,-9.69,-39.37
294.4,-9.69,-39.37
294.5,-9.69,-39.37
294.6,-9.69,-38.98
294.7,-9.69,-38.98
294.8,-9.69,-38.98
294.9,-9.69,-38.98
295,-9.69,-38.98
295.1,-9.69,-38.98
295.2,-9.69,-38.98
295.3,-9.69,-38.98
295.4,-9.48,-38.98
295.5,-9.48,-38.98
295.6,-9.48,-38.64
295.7,-9.48,-38.64
295.8,-9.48,-38.64
295.9,-9.48,-38.64
296,-9.48,-38.64
296.1,-9.48,-38.64
296.2,-9.48,-38.64
296.3,-9.48,-38.64
296.4,-9.48,-38.64
296.5,-9.48,-38.39
296.6,-9.48,-38.39
296.7,-9.48,-38.39
296.8,-9.48,-38.39
296.9,-9.2,-38.39
297,-9.2,-38.39
297.1,-9.2,-38.39
297.2,-9.2,-38.39
297.3,-9.2,-38.39
297.4,-9.2,-38.39
297.5,-9.2,-38.39
297.6,-9.2,-38.39
297.7,-9.2,-38.39
297.8,-9.2,-38.01
297.9,-8.96,-38.01
298,-8.96,-38.01
298.1,-8.96,-38.01
298.2,-8.96,-38.01
298.3,-8.96,-37.78
298.4,-8.96,-37.78
298.5,-8.96,-37.78
298.6,-8.96,-37.78
298.7,-8.96,-37.78
298.8,-8.96,-37.78
298.9,-8.96,-37.72
299,-8.96,-37.72
299.1,-8.96,-37.72
299.2,-8.96,-37.72
299.3,-8.96,-37.72
299.4,-8.74,-37.72
299.5,-8.74,-37.72
299.6,-8.74,-37.72
299.7,-8.74,-37.45
299.8,-8.74,-37.45
299.9,-8.74,-37.45
300,-8.74,-37.45
300.1,-8.74,-37.45
300.2,-8.74,-37.45
300.3,-8.74,-37.45
300.4,-8.74,-37.45
300.5,-8.74,-37.45
300.6,-8.74,-37.12
300.7,-8.74,-37.12
300.8,-8.74,-37.12
300.9,-8.48,-37.12
301,-8.48,-37.12
301.1,-8.48,-37.12
301.2,-8.48,-37.12
301.3,-8.48,-37.08
